Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
2020-05-07,Greece,10428746,90043,2678,148,1374,33,1156
2020-05-07,Guinea,13086759,,1927,11,629,,1287
2020-05-07,Uzbekistan,33409960,325000,2298,10,1656,8,632
2020-05-07,Honduras,9885245,5653,1461,99,132,10,1230
2020-05-07,Sudan,43719159,,930,52,92,,786
2020-05-07,Senegal,16687100,18969,1492,13,562,6,917
2020-05-07,Bosnia and Herzegovina,3283087,38187,2027,90,954,4,983
2020-05-07,Bulgaria,6954222,52931,1829,84,384,43,1361
2020-05-07,Croatia,4108081,41938,2125,86,1641,14,398
2020-05-07,Ivory Coast,26294743,12312,1571,20,742,,809
2020-05-07,Guatemala,17874358,7200,798,21,86,5,691
2020-05-07,Cuba,11327404,61613,1729,73,1031,8,625
2020-05-07,North Macedonia,2083384,18168,1572,89,1079,21,404
2020-05-07,Iceland,340982,51663,1801,10,1755,,36
2020-05-07,Estonia,1326433,60530,1720,56,273,4,1391
2020-05-07,Tajikistan,9510530,,461,12,,,449
2020-05-07,Lithuania,2726360,164088,1433,49,739,17,645
2020-05-07,DRC,89204344,,863,36,103,,724
2020-05-07,Djibouti,986245,14751,1133,3,799,,331
2020-05-07,New Zealand,4817585,168023,1489,21,1332,2,136
2020-05-07,Slovakia,5459339,109767,1445,26,806,4,613
2020-05-07,Slovenia,2078905,59978,1449,99,247,13,1103
2020-05-07,Somalia,15835721,,928,44,106,2,778
2020-05-07,Gabon,2219053,724,504,8,110,1,386
2020-05-07,El Salvador,6482375,35411,695,15,245,4,435
2020-05-07,Mayotte,271976,4000,854,10,352,7,492
2020-05-07,Kyrgyzstan,6510930,59490,895,12,637,13,246
2020-05-07,Maldives,539365,9863,648,3,20,2,625
2020-05-07,Hong Kong,7489763,154989,1045,4,944,1,97
2020-05-07,Tunisia,11803787,25967,1026,44,600,22,382
2020-05-07,Guinea-Bissau,1962083,1500,564,2,25,,537
2020-05-07,Latvia,1888464,71069,909,18,464,3,427
2020-05-07,Sri Lanka,21402783,30525,823,9,232,1,582
2020-05-07,Albania,2878155,9806,842,31,605,7,206
2020-05-07,Lebanon,6828869,46677,784,25,220,43,539
2020-05-07,Cyprus,1206320,70811,889,15,400,15,474
2020-05-07,Kenya,53621669,25861,607,29,197,1,381
2020-05-07,Niger,24088734,5432,781,42,586,,153
2020-05-07,Mali,20174887,2172,650,32,271,,347
2020-05-07,Costa Rica,5088572,15140,765,6,445,6,314
2020-05-07,Burkina Faso,20829100,,736,48,562,,126
2020-05-07,Paraguay,7121943,11913,462,10,148,9,304
2020-05-07,Andorra,77251,1673,752,47,526,14,179
2020-05-07,Zambia,18317156,10270,153,4,103,1,46
2020-05-07,Uruguay,3472331,25698,684,17,492,9,175
2020-05-07,Equatorial Guinea,1396874,854,439,4,13,,422
2020-05-07,Georgia,3990035,24036,615,9,275,6,331
2020-05-07,San Marino,33923,2777,622,41,106,4,475
2020-05-07,Jordan,10191015,101734,494,9,381,5,104
2020-05-07,Venezuela,28445034,502771,381,10,185,1,186
2020-05-07,Malta,441407,39366,486,5,413,,68
2020-05-07,Channel Islands,173672,5342,545,40,430,,75
2020-05-07,Haiti,11385726,1142,129,12,16,,101
2020-05-07,Jamaica,2959659,6095,478,9,57,,412
2020-05-07,Chad,16364523,,253,27,50,,176
2020-05-07,Sierra Leone,7956645,,231,16,54,,161
2020-05-07,Tanzania,59512999,,480,16,167,7,297
2020-05-07,Réunion,894557,17200,427,,354,3,73
2020-05-07,Taiwan,23811805,66046,440,6,347,,87
2020-05-07,Congo,5500730,,264,10,30,,224
2020-05-07,Palestine,5086351,34511,375,2,176,,197
2020-05-07,Nepal,29071791,67066,101,,22,,79
2020-05-07,Ethiopia,114599417,28445,191,4,93,1,94
2020-05-07,Benin,12082333,,140,2,53,,85
2020-05-07,Isle of Man,84980,3625,329,23,271,19,35
2020-05-07,Mauritius,1271525,60466,332,10,320,3,2
2020-05-07,Togo,8254058,9267,135,9,85,,41
2020-05-07,Cabo Verde,555261,791,218,2,38,,178
2020-05-07,CAR,4819377,3498,94,,10,,84
2020-05-07,Montenegro,628057,7816,324,8,265,2,51
2020-05-07,Vietnam,97234232,261004,288,,233,8,55
2020-05-07,Madagascar,27599599,3968,193,,101,1,92
2020-05-07,Rwanda,12911155,38834,271,,133,,138
2020-05-07,South Sudan,11177895,1247,74,,,,74
2020-05-07,Uganda,45550580,47620,101,,55,,46
2020-05-07,Sao Tome and Principe,218653,175,187,4,4,,179
2020-05-07,Liberia,5042565,,189,20,79,,90
2020-05-07,French Guiana,297687,,138,1,112,,25
2020-05-07,Eswatini,1158724,714,153,2,12,,139
2020-05-07,Martinique,375298,,183,14,83,3,86
2020-05-07,Myanmar,54366792,10227,176,6,62,,108
2020-05-07,Faeroe Islands,48841,8317,187,,185,,2
2020-05-07,Guadeloupe,400116,,153,13,104,4,36
2020-05-07,Gibraltar,33692,3366,144,,141,,3
2020-05-07,Mozambique,31141818,3188,81,,24,,57
2020-05-07,Brunei,436979,14938,141,1,131,2,9
2020-05-07,Mongolia,3271795,9093,41,,13,,28
2020-05-07,Yemen,29742981,120,25,5,1,,19
2020-05-07,Bermuda,62304,3719,118,7,61,4,50
2020-05-07,Guyana,786108,714,93,10,27,3,56
2020-05-07,Cambodia,16690788,12929,122,,120,1,2
2020-05-07,Trinidad and Tobago,1398962,2173,116,8,103,,5
2020-05-07,Aruba,106713,1817,101,3,89,4,9
2020-05-07,Monaco,39209,,95,4,82,1,9
2020-05-07,Bahamas,392795,1500,92,11,26,1,55
2020-05-07,Cayman Islands,65629,3126,80,1,35,3,44
2020-05-07,Barbados,287335,2699,82,7,53,4,22
2020-05-07,Liechtenstein,38115,900,82,1,55,,26
2020-05-07,Mauritania,4633922,1842,8,1,6,,1
2020-05-07,Sint Maarten,42817,329,76,14,44,7,18
2020-05-07,Malawi,19066433,1112,43,3,14,1,26
2020-05-07,Libya,6859926,2338,64,3,24,,37
2020-05-07,French Polynesia,280717,2816,60,,56,1,4
2020-05-07,Syria,17446406,,45,3,27,,15
2020-05-07,Angola,32731783,3000,36,2,11,,23
2020-05-07,Zimbabwe,14836491,16052,34,4,5,,25
2020-05-07,Macao,648258,,45,,40,1,5
2020-05-07,Burundi,11844472,284,15,1,7,,7
2020-05-07,Saint Martin,38585,,38,3,30,1,5
2020-05-07,Eritrea,3540444,,39,,30,,9
2020-05-07,Nicaragua,6615040,,16,5,7,,4
2020-05-07,Antigua and Barbuda,97833,153,25,3,16,1,6
2020-05-07,Botswana,2345678,9066,23,1,9,,13
2020-05-07,Gambia,2407856,756,18,1,9,,8
2020-05-07,Timor-Leste,1315315,738,24,,21,,3
2020-05-07,Grenada,112462,1406,21,,13,4,8
2020-05-07,Bhutan,770586,11492,7,,5,,2
2020-05-07,Laos,7262665,2604,19,,9,,10
2020-05-07,Belize,396732,1043,18,2,16,,0
2020-05-07,Fiji,895677,1300,18,,14,,4
2020-05-07,New Caledonia,285170,5213,18,,18,,0
2020-05-07,Saint Lucia,183529,575,18,,17,,1
2020-05-07,St. Vincent Grenadines,110899,137,17,,9,,8
2020-05-07,Curaçao,164015,389,16,1,14,,1
2020-05-07,Dominica,71965,416,16,,14,,2
2020-05-07,Namibia,2535193,1283,16,,9,,7
2020-05-07,Saint Kitts and Nevis,53155,327,15,,12,,3
2020-05-07,Falkland Islands,3467,395,13,,13,,0
2020-05-07,Turks and Caicos,38653,107,12,1,6,,5
2020-05-07,Vatican City,801,,12,,2,,10
2020-05-07,Comoros,867268,,8,1,,,7
2020-05-07,Montserrat,4992,36,11,1,7,1,3
2020-05-07,Suriname,586006,404,10,1,9,,0
2020-05-07,Greenland,56759,1394,11,,11,,0
2020-05-07,Seychelles,98275,,11,,8,,3
2020-05-07,British Virgin Islands,30207,132,7,1,3,,3
2020-05-07,Papua New Guinea,8925907,2402,8,,8,,0
2020-05-07,Caribbean Netherlands,26194,110,6,,,,6
2020-05-07,St. Barth,9874,,6,,6,,0
2020-05-07,Western Sahara,595462,,6,,5,,1
2020-05-07,Anguilla,14987,,3,,3,,0
2020-05-07,Lesotho,2140235,,,,,,
2020-05-07,Saint Pierre Miquelon,5797,,1,,,,1
2020-05-08,USA,330774664,8636435,1321785,78615,223603,16978,1019567
2020-05-08,Russia,145927292,4980000,187859,1723,26608,2300,159528
2020-05-08,Spain,46752703,1932455,260117,26299,168408,2075,65410
2020-05-08,Brazil,212380932,339552,145892,9992,59297,8318,76603
2020-05-08,UK,67844241,1631561,211364,31241,,1559,179779
2020-05-08,Italy,60471924,2445063,217185,30201,99023,1168,87961
2020-05-08,France,65256826,1384633,176079,26230,55782,2868,94067
2020-05-08,Germany,83752855,2755770,170588,7510,141700,1712,21378
2020-05-08,Turkey,84230075,1298806,135569,3689,86396,1219,45484
2020-05-08,Iran,83862642,558899,104691,6541,83837,2711,14313
2020-05-08,India,1378381772,1437788,59695,1985,17887,,39823
2020-05-08,Peru,32915899,473190,61847,1714,19012,730,41121
2020-05-08,China,1439323776,,82886,4633,77993,18,260
2020-05-08,Canada,37702769,1032088,66434,4569,30406,502,31459
2020-05-08,Saudi Arabia,34747330,418722,35432,229,9120,141,26083
2020-05-08,Belgium,11583739,515233,52011,8521,13201,508,30289
2020-05-08,Mexico,128770253,110916,29616,2961,17781,378,8874
2020-05-08,Chile,19096687,255961,25972,294,12160,508,13518
2020-05-08,Netherlands,17130492,249655,42093,5359,,564,36484
2020-05-08,Pakistan,220356788,257247,26435,599,7530,111,18306
2020-05-08,Qatar,2875047,120458,20201,12,2370,72,17819
2020-05-08,Ecuador,17610231,82312,28818,1704,3433,156,23681
2020-05-08,Switzerland,8647139,301675,30207,1823,26100,101,2284
2020-05-08,Belarus,9449678,240146,21101,121,5484,92,15496
2020-05-08,Sweden,10091856,148500,25265,3175,4971,425,17119
2020-05-08,Portugal,10200063,501718,27268,1114,2422,127,23732
2020-05-08,Singapore,5844888,175604,21707,20,2040,22,19647
2020-05-08,Ireland,4931150,214761,22541,1429,17110,76,4002
2020-05-08,UAE,9875965,1200000,16793,174,3837,1,12782
2020-05-08,Bangladesh,164493041,111401,13134,206,2101,1,10827
2020-05-08,Poland,37851327,443506,15366,776,5184,160,9406
2020-05-08,Ukraine,43762985,159155,14195,361,2706,178,11128
2020-05-08,Indonesia,273176544,143781,13112,943,2494,,9675
2020-05-08,Romania,19251921,237280,14811,923,6423,232,7465
2020-05-08,Israel,8638917,442925,16436,245,11229,78,4962
2020-05-08,South Africa,59218133,307752,8895,178,3153,77,5564
2020-05-08,Japan,126520115,202013,15575,590,5146,300,9839
2020-05-08,Colombia,50817787,139739,10051,428,2424,130,7199
2020-05-08,Austria,9000366,304069,15774,614,13836,81,1324
2020-05-08,Kuwait,4262847,196397,7208,47,2466,91,4695
2020-05-08,Egypt,102094004,90000,8476,503,1945,41,6028
2020-05-08,Dominican Republic,10834889,38543,9376,380,2286,134,6710
2020-05-08,Philippines,109403890,151080,10463,696,1734,31,8033
2020-05-08,S. Korea,51264120,654863,10822,256,9484,55,1082
2020-05-08,Denmark,5789832,298488,10218,522,7927,43,1769
2020-05-08,Serbia,8741321,128805,9943,209,2453,45,7281
2020-05-08,Panama,4306425,39093,7868,225,886,85,6757
2020-05-08,Czechia,10706690,293992,8077,273,4413,258,3391
2020-05-08,Argentina,45146322,77901,5611,293,1659,148,3659
2020-05-08,Norway,5416217,195921,8070,218,32,27,7820
2020-05-08,Algeria,43752773,6500,5369,488,2467,22,2414
2020-05-08,Bahrain,1693667,172158,4444,8,2028,2,2408
2020-05-08,Afghanistan,38817349,14389,3778,109,472,7,3197
2020-05-08,Australia,25464216,757250,6914,97,6079,21,738
2020-05-08,Morocco,36857758,59871,5711,186,2324,1,3201
2020-05-08,Malaysia,32315733,245102,6535,107,4864,18,1564
2020-05-08,Kazakhstan,18749587,371126,4834,31,1631,31,3172
2020-05-08,Finland,5539729,116500,5738,260,4000,45,1478
2020-05-08,Nigeria,205486161,23835,3912,117,679,4,3116
2020-05-08,Moldova,4035024,20447,4728,150,1826,237,2752
2020-05-08,Ghana,30991423,149948,4012,18,323,8,3671
2020-05-08,Oman,5089968,50000,3112,16,1025,17,2071
2020-05-08,Armenia,2962604,29205,3029,43,1218,10,1768
2020-05-08,Bolivia,11653648,7651,2081,102,219,3,1760
2020-05-08,Luxembourg,624724,53257,3871,100,3526,16,245
2020-05-08,Iraq,40108260,122941,2603,104,1661,,838
2020-05-08,Hungary,9663123,99058,3178,392,865,74,1921
2020-05-08,Cameroon,26461313,,2267,108,1002,12,1157
2020-05-08,Azerbaijan,10128288,181530,2279,28,1576,18,675
2020-05-08,Thailand,69779718,227860,3000,55,2784,61,161
2020-05-08,Greece,10428746,94991,2691,150,1374,32,1167
2020-05-08,Guinea,13086759,,2009,11,663,,1335
2020-05-08,Uzbekistan,33409960,325000,2325,10,1775,8,540
2020-05-08,Honduras,9885245,5653,1685,105,154,10,1426
2020-05-08,Sudan,43719159,,1111,59,102,,950
2020-05-08,Senegal,16687100,18969,1551,13,611,6,927
2020-05-08,Bosnia and Herzegovina,3283087,38187,2070,98,960,4,1012
2020-05-08,Bulgaria,6954222,54328,1872,86,401,49,1385
2020-05-08,Croatia,4108081,43378,2161,86,1689,13,386
2020-05-08,Ivory Coast,26294743,12312,1602,20,754,,828
2020-05-08,Guatemala,17874358,7200,832,23,90,5,719
2020-05-08,Cuba,11327404,63560,1741,74,1078,8,589
2020-05-08,North Macedonia,2083384,18410,1586,90,1099,21,397
2020-05-08,Iceland,340982,52745,1801,10,1765,,26
2020-05-08,Estonia,1326433,61767,1725,56,704,4,965
2020-05-08,Tajikistan,9510530,,522,12,,,510
2020-05-08,Lithuania,2726360,172191,1436,49,765,17,622
2020-05-08,DRC,89204344,,863,36,130,,697
2020-05-08,Djibouti,986245,14857,1135,3,824,,308
2020-05-08,New Zealand,4817585,175835,1490,21,1347,3,122
2020-05-08,Slovakia,5459339,114461,1455,26,905,4,524
2020-05-08,Slovenia,2078905,59978,1450,100,252,12,1098
2020-05-08,Somalia,15835721,,928,44,106,2,778
2020-05-08,Gabon,2219053,724,620,8,110,1,502
2020-05-08,El Salvador,6482375,37306,742,16,257,4,469
2020-05-08,Mayotte,271976,4000,854,10,352,7,492
2020-05-08,Kyrgyzstan,6510930,59490,906,12,650,13,244
2020-05-08,Maldives,539365,9863,744,3,20,2,721
2020-05-08,Hong Kong,7489763,154989,1045,4,960,1,81
2020-05-08,Tunisia,11803787,27420,1030,45,638,24,347
2020-05-08,Guinea-Bissau,1962083,1500,594,2,25,,567
2020-05-08,Latvia,1888464,73016,928,18,464,2,446
2020-05-08,Sri Lanka,21402783,32078,835,9,240,1,586
2020-05-08,Albania,2878155,10044,850,31,620,7,199
2020-05-08,Lebanon,6828869,48673,796,26,223,42,547
2020-05-08,Cyprus,1206320,72768,891,15,400,10,476
2020-05-08,Kenya,53621669,29430,621,29,202,1,390
2020-05-08,Niger,24088734,5488,795,44,600,,151
2020-05-08,Mali,20174887,2172,668,35,285,,348
2020-05-08,Costa Rica,5088572,15810,773,6,461,6,306
2020-05-08,Burkina Faso,20829100,,744,48,566,,130
2020-05-08,Paraguay,7121943,13846,563,10,152,9,401
2020-05-08,Andorra,77251,1673,752,47,537,14,168
2020-05-08,Zambia,18317156,10270,167,4,111,1,52
2020-05-08,Uruguay,3472331,26838,694,18,506,7,170
2020-05-08,Equatorial Guinea,1396874,854,439,4,13,,422
2020-05-08,Georgia,3990035,25861,623,10,288,6,325
2020-05-08,San Marino,33923,2860,623,41,114,4,468
2020-05-08,Jordan,10191015,106314,508,9,385,5,114
2020-05-08,Venezuela,28445034,507119,388,10,190,1,188
2020-05-08,Malta,441407,40493,489,5,419,,65
2020-05-08,Channel Islands,173672,5342,545,41,447,,57
2020-05-08,Haiti,11385726,1145,146,12,17,,117
2020-05-08,Jamaica,2959659,6417,488,9,58,,421
2020-05-08,Chad,16364523,,260,28,50,,182
2020-05-08,Sierra Leone,7956645,,257,17,54,,186
2020-05-08,Tanzania,59512999,,509,21,183,7,305
2020-05-08,Réunion,894557,17200,426,,354,3,72
2020-05-08,Taiwan,23811805,66460,440,6,355,,79
2020-05-08,Congo,5500730,,274,10,33,,231
2020-05-08,Palestine,5086351,34511,375,2,228,,145
2020-05-08,Nepal,29071791,70023,102,,31,,71
2020-05-08,Ethiopia,114599417,30306,194,4,95,1,95
2020-05-08,Benin,12082333,,242,2,62,,178
2020-05-08,Isle of Man,84980,3625,329,23,271,19,35
2020-05-08,Mauritius,1271525,60466,332,10,320,3,2
2020-05-08,Togo,8254058,9657,145,10,85,,50
2020-05-08,Cabo Verde,555261,791,230,2,44,,184
2020-05-08,CAR,4819377,3498,143,,10,,133
2020-05-08,Montenegro,628057,7816,324,8,267,2,49
2020-05-08,Vietnam,97234232,261004,288,,241,8,47
2020-05-08,Madagascar,27599599,3968,193,,101,1,92
2020-05-08,Rwanda,12911155,40187,273,,136,,137
2020-05-08,South Sudan,11177895,1247,120,,2,,118
2020-05-08,Uganda,45550580,50711,101,,55,,46
2020-05-08,Sao Tome and Principe,218653,175,208,5,4,,199
2020-05-08,Liberia,5042565,,199,20,79,,100
2020-05-08,French Guiana,297687,,141,1,113,,27
2020-05-08,Eswatini,1158724,714,159,2,12,,145
2020-05-08,Martinique,375298,,186,14,83,3,89
2020-05-08,Myanmar,54366792,10848,177,6,67,,104
2020-05-08,Faeroe Islands,48841,8403,187,,187,,0
2020-05-08,Guadeloupe,400116,,154,13,104,4,37
2020-05-08,Gibraltar,33692,3366,146,,142,,4
2020-05-08,Mozambique,31141818,3356,82,,27,,55
2020-05-08,Brunei,436979,15300,141,1,132,2,8
2020-05-08,Mongolia,3271795,9137,42,,13,,29
2020-05-08,Yemen,29742981,120,34,7,1,,26
2020-05-08,Bermuda,62304,3719,118,7,61,4,50
2020-05-08,Guyana,786108,785,94,10,34,3,50
2020-05-08,Cambodia,16690788,13075,122,,120,1,2
2020-05-08,Trinidad and Tobago,1398962,2241,116,8,103,,5
2020-05-08,Aruba,106713,1817,101,3,89,4,9
2020-05-08,Monaco,39209,,95,4,82,1,9
2020-05-08,Bahamas,392795,1500,92,11,31,1,50
2020-05-08,Cayman Islands,65629,3423,81,1,41,3,39
2020-05-08,Barbados,287335,2788,83,7,53,4,23
2020-05-08,Liechtenstein,38115,900,82,1,55,,26
2020-05-08,Mauritania,4633922,1842,8,1,6,,1
2020-05-08,Sint Maarten,42817,329,76,14,44,7,18
2020-05-08,Malawi,19066433,1188,43,3,14,1,26
2020-05-08,Libya,6859926,2338,64,3,24,,37
2020-05-08,French Polynesia,280717,2816,60,,56,1,4
2020-05-08,Syria,17446406,,47,3,29,,15
2020-05-08,Angola,32731783,3000,43,2,11,,30
2020-05-08,Zimbabwe,14836491,16052,34,4,9,,21
2020-05-08,Macao,648258,,45,,40,1,5
2020-05-08,Burundi,11844472,284,15,1,7,,7
2020-05-08,Saint Martin,38585,,38,3,30,1,5
2020-05-08,Eritrea,3540444,,39,,37,,2
2020-05-08,Nicaragua,6615040,,16,5,7,,4
2020-05-08,Antigua and Barbuda,97833,153,25,3,16,1,6
2020-05-08,Botswana,2345678,9066,23,1,9,,13
2020-05-08,Gambia,2407856,756,20,1,9,,10
2020-05-08,Timor-Leste,1315315,738,24,,21,,3
2020-05-08,Grenada,112462,1406,21,,13,4,8
2020-05-08,Bhutan,770586,11492,7,,5,,2
2020-05-08,Laos,7262665,2733,19,,9,,10
2020-05-08,Belize,396732,1043,18,2,16,,0
2020-05-08,Fiji,895677,1300,18,,14,,4
2020-05-08,New Caledonia,285170,5213,18,,18,,0
2020-05-08,Saint Lucia,183529,620,18,,17,,1
2020-05-08,St. Vincent Grenadines,110899,137,17,,9,,8
2020-05-08,Curaçao,164015,389,16,1,14,,1
2020-05-08,Dominica,71965,416,16,,14,,2
2020-05-08,Namibia,2535193,1283,16,,9,,7
2020-05-08,Saint Kitts and Nevis,53155,327,15,,13,,2
2020-05-08,Falkland Islands,3467,395,13,,13,,0
2020-05-08,Turks and Caicos,38653,109,12,1,8,,3
2020-05-08,Vatican City,801,,12,,2,,10
2020-05-08,Comoros,867268,,8,1,,,7
2020-05-08,Montserrat,4992,36,11,1,8,1,2
2020-05-08,Suriname,586006,404,10,1,9,,0
2020-05-08,Greenland,56759,1394,11,,11,,0
2020-05-08,Seychelles,98275,,11,,8,,3
2020-05-08,British Virgin Islands,30207,132,7,1,3,,3
2020-05-08,Papua New Guinea,8925907,2402,8,,8,,0
2020-05-08,Caribbean Netherlands,26194,110,6,,,,6
2020-05-08,St. Barth,9874,,6,,6,,0
2020-05-08,Western Sahara,595462,,6,,5,,1
2020-05-08,Anguilla,14987,,3,,3,,0
2020-05-08,Lesotho,2140235,,,,,,
2020-05-08,Saint Pierre Miquelon,5797,,1,,,,1
2020-05-09,USA,330774664,8918263,1347309,80037,238078,16816,1029194
2020-05-09,Russia,145927292,5221964,198676,1827,31916,2300,164933
2020-05-09,Spain,46752703,2467761,262783,26478,173157,1741,63148
2020-05-09,Brazil,212380932,339552,156061,10656,61685,8318,83720
2020-05-09,UK,67844241,1728443,215260,31587,,1559,183329
2020-05-09,Italy,60471924,2514234,218268,30395,103031,1034,84842
2020-05-09,France,65256826,1384633,176658,26310,56038,2812,94310
2020-05-09,Germany,83752855,2755770,171324,7549,143300,1650,20475
2020-05-09,Turkey,84230075,1334411,137115,3739,89480,1168,43896
2020-05-09,Iran,83862642,573220,106220,6589,85064,2696,14567
2020-05-09,India,1378381772,1523213,62808,2101,19301,,41406
2020-05-09,Peru,32915899,494250,65015,1814,20246,748,42955
2020-05-09,China,1439323776,,82887,4633,78046,15,208
2020-05-09,Canada,37702769,1068000,67702,4693,31249,502,31760
2020-05-09,Saudi Arabia,34747330,433500,37136,239,10144,140,26753
2020-05-09,Belgium,11583739,540643,52596,8581,13411,502,30604
2020-05-09,Mexico,128770253,123446,31522,3160,20314,378,8048
2020-05-09,Chile,19096687,267904,27219,304,12667,544,14248
2020-05-09,Netherlands,17130492,249655,42382,5422,,541,36710
2020-05-09,Pakistan,220356788,270025,28736,636,7809,111,20291
2020-05-09,Qatar,2875047,124554,21331,13,2449,72,18869
2020-05-09,Ecuador,17610231,83657,29071,1717,3433,181,23921
2020-05-09,Switzerland,8647139,306223,30251,1830,26400,101,2021
2020-05-09,Belarus,9449678,251771,22052,126,6050,92,15876
2020-05-09,Sweden,10091856,148500,25921,3220,4971,425,17730
2020-05-09,Portugal,10200063,517660,27406,1126,2499,120,23781
2020-05-09,Singapore,5844888,175604,22460,20,2296,23,20144
2020-05-09,Ireland,4931150,214761,22760,1446,17110,72,4204
2020-05-09,UAE,9875965,1200000,17417,185,4295,1,12937
2020-05-09,Bangladesh,164493041,116919,13770,214,2414,1,11142
2020-05-09,Poland,37851327,460686,15651,785,5437,160,9429
2020-05-09,Ukraine,43762985,167107,14710,376,2909,190,11425
2020-05-09,Indonesia,273176544,150887,13645,959,2607,,10079
2020-05-09,Romania,19251921,248056,15131,939,6912,245,7280
2020-05-09,Israel,8638917,451028,16454,247,11376,78,4831
2020-05-09,South Africa,59218133,324079,9420,186,3983,77,5251
2020-05-09,Japan,126520115,211997,15663,607,5906,287,9150
2020-05-09,Colombia,50817787,139739,10495,445,2569,130,7481
2020-05-09,Austria,9000366,311690,15833,615,13928,79,1290
2020-05-09,Kuwait,4262847,196397,7623,49,2622,95,4952
2020-05-09,Egypt,102094004,90000,8964,514,2002,41,6448
2020-05-09,Dominican Republic,10834889,40591,9882,385,2584,134,6913
2020-05-09,Philippines,109403890,157730,10610,704,1842,31,8064
2020-05-09,S. Korea,51264120,660030,10840,256,9568,55,1016
2020-05-09,Denmark,5789832,308984,10319,526,8093,39,1700
2020-05-09,Serbia,8741321,134533,10032,213,2732,43,7087
2020-05-09,Panama,4306425,40356,8070,231,886,85,6953
2020-05-09,Czechia,10706690,298649,8095,276,4447,47,3372
2020-05-09,Argentina,45146322,80729,5776,300,1728,148,3748
2020-05-09,Norway,5416217,195921,8099,219,32,24,7848
2020-05-09,Algeria,43752773,6500,5558,494,2546,22,2518
2020-05-09,Bahrain,1693667,178353,4774,8,2055,2,2711
2020-05-09,Afghanistan,38817349,15560,4033,115,502,7,3416
2020-05-09,Australia,25464216,795456,6929,97,6135,19,697
2020-05-09,Morocco,36857758,63059,5910,186,2461,1,3263
2020-05-09,Malaysia,32315733,245102,6589,108,4929,18,1552
2020-05-09,Kazakhstan,18749587,385104,4975,31,1776,31,3168
2020-05-09,Finland,5539729,119100,5880,265,4000,45,1615
2020-05-09,Nigeria,205486161,23835,4151,128,745,4,3278
2020-05-09,Moldova,4035024,20447,4867,161,1925,237,2781
2020-05-09,Ghana,30991423,155201,4263,22,378,5,3863
2020-05-09,Oman,5089968,50000,3224,17,1068,17,2139
2020-05-09,Armenia,2962604,30397,3175,44,1267,10,1864
